"index"	"video"	"video_type"	"question"	"answer"	"dimensions"	"video_path"
"1776"	"izedw_4tU5Y"	"Sports"	"Which foot did Messi take his first penalty kick with?
"	"Messi scored the first penalty kick with his left foot."	"['Object Recognition', 'Human Motion']"	"./video/izedw_4tU5Y.mp4"
"1777"	"izedw_4tU5Y"	"Sports"	"What was the celebration after Argentina's No. 11 hit the ball into the goal for the first time?"	"Argentina's No. 11 player is Di Maria, and his celebration is to make a heart-shaped gesture with his hands."	"['Object Recognition', 'Human Motion']"	"./video/izedw_4tU5Y.mp4"
"1778"	"bTG65BRLaRE_processed"	"Films & TV Shows"	"What’s so special about the old man who appears at the beginning?"	"He turned into a leg."	"['Counterfactual Reasoning']"	"./video/bTG65BRLaRE_processed.mp4"
"1779"	"bTG65BRLaRE_processed"	"Films & TV Shows"	"What is the relationship between the old man in white and the young man in yellow who often appear in the video?"	"They are family or adventure buddies."	"['Social Relation']"	"./video/bTG65BRLaRE_processed.mp4"
"1780"	"bTG65BRLaRE_processed"	"Films & TV Shows"	"What are the two people doing at the end of the video?"	"Covered in blood, they hugged."	"['Human Interaction']"	"./video/bTG65BRLaRE_processed.mp4"
"1781"	"f7EDFdA10pg"	"Films & TV Shows"	"What happened to the last two women who showed up?"	"One melts like water, the other burns."	"['Counterfactual Reasoning']"	"./video/f7EDFdA10pg.mp4"
"1782"	"f7EDFdA10pg"	"Films & TV Shows"	"What is the  style of the video?"	"Cartoon and magic."	"['Video Style']"	"./video/f7EDFdA10pg.mp4"
"1783"	"f7EDFdA10pg"	"Films & TV Shows"	"What did those old ladies do in the video?"	"They huddle together and then scatter."	"['Human Interaction']"	"./video/f7EDFdA10pg.mp4"
"1784"	"qS14bF26IO0_processed"	"Food & Drink"	"what are these two people doing?"	"They are eating and talking."	"['Human Interaction']"	"./video/qS14bF26IO0_processed.mp4"
"1785"	"qS14bF26IO0_processed"	"Food & Drink"	"Why did the noodle that fell into the hand of the person on the right make him scream?"	"Maybe it's hot."	"['Physical Property']"	"./video/qS14bF26IO0_processed.mp4"
"1786"	"qS14bF26IO0_processed"	"Food & Drink"	"What is the relationship between the two people in the video?"	"Maybe friends or partners."	"['Social Relation']"	"./video/qS14bF26IO0_processed.mp4"
"1787"	"qS14bF26IO0_processed"	"Food & Drink"	"What is the style of the video?"	"Reality."	"['Video Style']"	"./video/qS14bF26IO0_processed.mp4"
"1788"	"hEr1oxnPczQ"	"Sports"	"Who scored a hat trick in the video?"	"It’s France’s No. 10 player Kylian Mbappe"	"['Counting', 'Object Recognition']"	"./video/hEr1oxnPczQ.mp4"
"1789"	"hEr1oxnPczQ"	"Sports"	"What was Mbappe's celebration after completing his hat-trick?
"	"Raise his hands and nod to the audience."	"['Human Motion']"	"./video/hEr1oxnPczQ.mp4"
"1790"	"hEr1oxnPczQ"	"Sports"	"How many goals did the Danish team wearing white jerseys score in this match?"	"Denmark scored 1 goal."	"['Counting', 'Object Recognition']"	"./video/hEr1oxnPczQ.mp4"
"1791"	"lWCA_3GLrCE_processed"	"Food & Drink"	"What are they doing?"	"They are taking turns beating a raw chicken."	"['Human Interaction']"	"./video/lWCA_3GLrCE_processed.mp4"
"1792"	"lWCA_3GLrCE_processed"	"Food & Drink"	"What happened to the chicken?"	"This raw chicken became fried chicken."	"['Counterfactual Reasoning']"	"./video/lWCA_3GLrCE_processed.mp4"
"1793"	"lWCA_3GLrCE_processed"	"Food & Drink"	"What is the identity of the man in the black suit?"	"Maybe a leader or boss or client."	"['Identity Reasoning']"	"./video/lWCA_3GLrCE_processed.mp4"
"1794"	"VR04GXMOovc_processed"	"Computers & Electronics"	"In which country are smart cities and a driverless future most likely to emerge?"	"Kaifu Lee believes that smart cities and autonomous driving will appear in China in the next ten years."	"['Future Prediction']"	"./video/VR04GXMOovc_processed.mp4"
"1795"	"VR04GXMOovc_processed"	"Computers & Electronics"	"How long will it take for the technology in ""AI 2041"" to be realized?
"	"Kai-Fu Lee believes that this can be achieved within 20 years at the earliest."	"['Future Prediction']"	"./video/VR04GXMOovc_processed.mp4"
"1796"	"VR04GXMOovc_processed"	"Computers & Electronics"	"What challenges does Kai-Fu Lee think humanity will face in 15 to 20 years?
"	"Human beings are facing unemployment due to the development of artificial intelligence."	"['Future Prediction']"	"./video/VR04GXMOovc_processed.mp4"
"1797"	"VR04GXMOovc_processed"	"Computers & Electronics"	"What kind of jobs do you think are easily replaced by AI in the video?
"	"Highly mechanical and low-social jobs."	"['Future Prediction']"	"./video/VR04GXMOovc_processed.mp4"
"1798"	"VR04GXMOovc_processed"	"Computers & Electronics"	"In 20 years, how long will we need to work to ensure our livelihood?
"	"You can earn enough money to live on by working 15 hours a week."	"['Future Prediction']"	"./video/VR04GXMOovc_processed.mp4"
"1799"	"KrLj6nc516A_processed"	"Autos & Vehicles"	"How will transportation change by 2050?"	"In a real sense, self-driving cars are beginning to appear, significantly reducing the incidence of traffic accidents. The operation of the hyperloop will make people's travel safer and faster."	"['Future Prediction']"	"./video/KrLj6nc516A_processed.mp4"
"1800"	"KrLj6nc516A_processed"	"Autos & Vehicles"	"How will the earth's energy change by 2050?"	"People no longer rely on fossil energy, but develop and utilize ocean thermal energy, which is a clean energy."	"['Future Prediction']"	"./video/KrLj6nc516A_processed.mp4"
"1801"	"KrLj6nc516A_processed"	"Autos & Vehicles"	"What kind of development will AI have in the future?"	"AI will exceed the processing power of the brains of all living things on Earth."	"['Future Prediction']"	"./video/KrLj6nc516A_processed.mp4"
"1802"	"KrLj6nc516A_processed"	"Autos & Vehicles"	"In the future world, will people be unemployed?"	"Yes, half of the current jobs in the world will cease to exist then."	"['Future Prediction']"	"./video/KrLj6nc516A_processed.mp4"
"1803"	"KrLj6nc516A_processed"	"Autos & Vehicles"	"What changes will happen to the education industry in the future kcg"	"90% of students will pursue their degree online."	"['Future Prediction']"	"./video/KrLj6nc516A_processed.mp4"
"1804"	"8t_qFivFGaM_processed"	"Films & TV Shows"	"What is the relationship between the characters in the picture?
"	"They are a family, mom, dad and kids."	"['Social Relation']"	"./video/8t_qFivFGaM_processed.mp4"
"1805"	"8t_qFivFGaM_processed"	"Films & TV Shows"	"Will George go to church with Mary?
"	"No, he's going to see the coach."	"['Human Interaction', 'OCR']"	"./video/8t_qFivFGaM_processed.mp4"
"1806"	"8t_qFivFGaM_processed"	"Films & TV Shows"	"Who made the mashed potatoes? "	"Mary made it last night."	"['Human Motion', 'OCR']"	"./video/8t_qFivFGaM_processed.mp4"
"1807"	"L0MK7qz13bU"	"Films & TV Shows"	"What is the style of the video?

"	"Delicate emotions and rich imagination."	"['Video Style']"	"./video/L0MK7qz13bU.mp4"
"1808"	"L0MK7qz13bU"	"Films & TV Shows"	"What is the environment around the little girl in the video like?
"	"She is surrounded by snowy mountains."	"['Spatial Relationship']"	"./video/L0MK7qz13bU.mp4"
"1809"	"T2XOiCM0OOA_processed"	"Science"	"What causes rivers to twist so much?"	"Topography, geology and bioturbation."	"['Physical Property']"	"./video/T2XOiCM0OOA_processed.mp4"
"1810"	"T2XOiCM0OOA_processed"	"Science"	"What happens to rivers when rats dig holes in the shore?"	"Causing the river bed to tilt."	"['Function Reasoning']"	"./video/T2XOiCM0OOA_processed.mp4"
"1811"	"T2XOiCM0OOA_processed"	"Science"	"What is the effect of water flow on soil?"	"Water erodes soil."	"['Physical Relation']"	"./video/T2XOiCM0OOA_processed.mp4"
"1812"	"oRDRfikj2z8_processed"	"Pets & Animals"	"What is the style of the video?"	"Documentary"	"['Video Style']"	"./video/oRDRfikj2z8_processed.mp4"
"1813"	"oRDRfikj2z8_processed"	"Pets & Animals"	"What is the  relation between sloths and trees?"	"Sloth climbing around in the tree"	"['Natural Relation']"	"./video/oRDRfikj2z8_processed.mp4"
"1814"	"YmVpwXH4jhA_processed"	"People"	"Why are friendships formed during childhood, adolescence, and adulthood different?
"	"The reason is that the brain operates in different ways at different stages."	"['Human Interaction']"	"./video/YmVpwXH4jhA_processed.mp4"
"1815"	"YmVpwXH4jhA_processed"	"People"	"Is there any scientific basis for understanding between two people?
"	"Yes, but it depends on the coordination of each other's actions, emotions and thoughts."	"['Human Interaction']"	"./video/YmVpwXH4jhA_processed.mp4"
"1816"	"YmVpwXH4jhA_processed"	"People"	"When did humans first show the ability to synchronize with others?"	"In infancy, this is mainly reflected in imitating the way parents speak and behave."	"['Human Interaction']"	"./video/YmVpwXH4jhA_processed.mp4"
"1817"	"YmVpwXH4jhA_processed"	"People"	"Why do teenagers value social interaction more than children and adults?
"	"In adolescence, the ventral striatum of the brain is more active, which makes people more happy and encourages them to spend more time with others."	"['Human Interaction']"	"./video/YmVpwXH4jhA_processed.mp4"
"1818"	"JkaxUblCGz0_processed"	"Science"	"What physical properties can be inferred about trees from"	"Flammability."	"['Physical Property']"	"./video/JkaxUblCGz0_processed.mp4"
"1819"	"JkaxUblCGz0_processed"	"Science"	"What happened to the forest as a result of the fire?"	"Fires destroyed forests and left trees bare."	"['Physical Relation']"	"./video/JkaxUblCGz0_processed.mp4"
"1820"	"JkaxUblCGz0_processed"	"Science"	"What else did the fire produce besides destroying the forest?"	"Produce a lot of smoke."	"['Function Reasoning']"	"./video/JkaxUblCGz0_processed.mp4"
"1821"	"cTA2rkKp6qo_processed"	"Knowledge"	"Why is water a versatile solvent?
"	"Because ionic compounds and substances with polar covalent bonds can be soluble in water."	"['Physical Property']"	"./video/cTA2rkKp6qo_processed.mp4"
"1822"	"cTA2rkKp6qo_processed"	"Knowledge"	"Why is the specific heat capacity of water high?
"	"Water's high specific heat capacity helps keep the Earth's temperature stable because it takes a lot of energy to break the hydrogen bonds of water molecules."	"['Physical Property']"	"./video/cTA2rkKp6qo_processed.mp4"
"1823"	"cTA2rkKp6qo_processed"	"Knowledge"	"Why is solid water less dense?
"	"Because when it freezes, water molecules form a stable lattice through hydrogen bonds."	"['Physical Property']"	"./video/cTA2rkKp6qo_processed.mp4"
"1824"	"cTA2rkKp6qo_processed"	"Knowledge"	"What is the cohesion of water?
"	"Hydrogen bonds between water molecules give water a strong surface tension, which is a measure of the strength of a liquid's surface tension."	"['Physical Property']"	"./video/cTA2rkKp6qo_processed.mp4"
"1825"	"cTA2rkKp6qo_processed"	"Knowledge"	"Why is water adhesive?
"	"Because hydrogen bonds are formed between water molecules and cells or blood vessel walls, for example, when water is adsorbed on a narrow pipe wall, the water molecules will exhibit capillary action and climb up."	"['Physical Property']"	"./video/cTA2rkKp6qo_processed.mp4"
"1826"	"kgrV3_g9rYY_processed"	"Pets & Animals"	"How cats avoid being noticed by mice?"	"Use obstacles such as grass and terrain to avoid being noticed"	"['Physical Relation']"	"./video/kgrV3_g9rYY_processed.mp4"
"1827"	"kgrV3_g9rYY_processed"	"Pets & Animals"	"How did the mouse escape in the end?"	"Run into cave."	"['Physical Relation']"	"./video/kgrV3_g9rYY_processed.mp4"
"1828"	"gooWdc6kb80"	"Others"	"Why can he restore the broken eggs to their original shape?"	"Because he can control time"	"['Counterfactual Reasoning']"	"./video/gooWdc6kb80.mp4"
"1829"	"gooWdc6kb80"	"Others"	"Why can he blow out candles?"	"Maybe he has super powers or magic"	"['Counterfactual Reasoning']"	"./video/gooWdc6kb80.mp4"
"1830"	"gooWdc6kb80"	"Others"	"Why do blocks fall down?"	"Because it losts enough support"	"['Physical Property']"	"./video/gooWdc6kb80.mp4"
"1831"	"kZ72IpSPTYI_processed"	"Others"	"In the video, what does the author think the relationship between man and nature should be like?
"	"Humans should respect nature."	"['Natural Relation']"	"./video/kZ72IpSPTYI_processed.mp4"
"1832"	"kZ72IpSPTYI_processed"	"Others"	"What natural landscapes are in the video?
"	"There are jungles, creeks, swamps, and the sea."	"['Natural Relation']"	"./video/kZ72IpSPTYI_processed.mp4"
"1833"	"kZ72IpSPTYI_processed"	"Others"	"What is the relationship between man and the earth?
"	"We are an integral part of the earth and nature is always with us."	"['Natural Relation']"	"./video/kZ72IpSPTYI_processed.mp4"
"1834"	"QQYgCxu988s"	"Others"	"How did Leo Tolstoy view nature?"	"A constant connection between man and nature is the first condition for happiness."	"['Natural Relation']"	"./video/QQYgCxu988s.mp4"
"1835"	"QQYgCxu988s"	"Others"	"Can the earth meet human needs?"	"Can the earth meet human needs?
Yes, but it cannot satisfy human greed."	"['Natural Relation']"	"./video/QQYgCxu988s.mp4"
"1836"	"QQYgCxu988s"	"Others"	"What ways of destroying nature are shown in the video?
"	"Random deforestation, over-exploitation of mineral resources, littering, etc."	"['Natural Relation']"	"./video/QQYgCxu988s.mp4"
"1837"	"9Ah4tW-k8Ao"	"People"	"What is the style of the video?"	"Maybe melodrama."	"['Video Style']"	"./video/9Ah4tW-k8Ao.mp4"
"1838"	"ddzjFNvpZhM"	"Advertisements"	"What is the relationship between the two people who appear most often in the video?"	"Father-son relationship."	"['Social Relation']"	"./video/ddzjFNvpZhM.mp4"
"1839"	"ddzjFNvpZhM"	"Advertisements"	"Will the little boy be able to speak in the future?"	"Yes, he has already spoken"	"['Future Prediction']"	"./video/ddzjFNvpZhM.mp4"
"1840"	"ddzjFNvpZhM"	"Advertisements"	"Why did the two of them slap the table?"	"To help the boy learn to speak."	"['Function Reasoning']"	"./video/ddzjFNvpZhM.mp4"
"1841"	"yVkdfJ9PkRQ"	"Science"	"Why does each ball swing inconsistently?"	"Because the length of the rope is inconsistent"	"['Physical Property']"	"./video/yVkdfJ9PkRQ.mp4"
"1842"	"yVkdfJ9PkRQ"	"Science"	"What was the original use of wooden boards?"	"Control the ball to start moving at the same height"	"['Function Reasoning']"	"./video/yVkdfJ9PkRQ.mp4"
"1843"	"yVkdfJ9PkRQ"	"Science"	"What will be the final state?"	"It will eventually return to the original state."	"['Future Prediction']"	"./video/yVkdfJ9PkRQ.mp4"
"1844"	"M2w0qrW6FwM_processed"	"Films & TV Shows"	"What is the occupation of the woman in the apron?"	"She is a hotel house-keeper."	"['Identity Reasoning']"	"./video/M2w0qrW6FwM_processed.mp4"
"1845"	"M2w0qrW6FwM_processed"	"Films & TV Shows"	"What is the relationship between the woman in the apron and the man?"	"They were strangers and the woman provided room cleaning service to the man."	"['Social Relation']"	"./video/M2w0qrW6FwM_processed.mp4"
"1846"	"M2w0qrW6FwM_processed"	"Films & TV Shows"	"The four empty beer bottles in the video are on the left or right of the stove?"	"The four empty beer bottles are on the left of the stove."	"['Spatial Relationship']"	"./video/M2w0qrW6FwM_processed.mp4"
"1847"	"M2w0qrW6FwM_processed"	"Films & TV Shows"	"When the woman in the video was walking in the corridor, where did she put her cell phone?"	"When the woman in the video walked in the corridor, she put her mobile phone on the cart."	"['Spatial Relationship']"	"./video/M2w0qrW6FwM_processed.mp4"
"1848"	"M2w0qrW6FwM_processed"	"Films & TV Shows"	"Where does the woman in the video put pillow chocolates?"	"The woman in the video put the pillow chocolates on the pillow."	"['Spatial Relationship']"	"./video/M2w0qrW6FwM_processed.mp4"
"1849"	"5eNhS0oaLHo_processed"	"Knowledge"	"Why is a counterfactual a condition for which the antecedent is false? "	"Because we can never know counterfactuals, and we can never truly understand causation."	"['Counterfactual Reasoning']"	"./video/5eNhS0oaLHo_processed.mp4"
"1850"	"5eNhS0oaLHo_processed"	"Knowledge"	"What is a counterfactual?
"	"Counterfactuals are sometimes defined as conditional statements in which the first half of the condition is false."	"['Counterfactual Reasoning']"	"./video/5eNhS0oaLHo_processed.mp4"
"1851"	"5eNhS0oaLHo_processed"	"Knowledge"	"Regarding counterfactuals, why is it said that the second half of the condition is not necessarily false?
"	"Even if pigs couldn't fly I could try your horrible cooking and you would still get sick even without eating street meat."	"['Counterfactual Reasoning']"	"./video/5eNhS0oaLHo_processed.mp4"
"1852"	"M2w0qrW6FwM_processed"	"Films & TV Shows"	"Is the woman who opened the door the man's mother?"	"No, the woman who opened the door was the wife of the man."	"['Social Relation']"	"./video/M2w0qrW6FwM_processed.mp4"
"1853"	"M2w0qrW6FwM_processed"	"Films & TV Shows"	"Where did the woman in the apron see the note and pictures of the man and the woman who opened the door for her?"	"The woman in the apron saw the note and pictures of the man and the woman who opened the door for her from the surface of the refrigerator."	"['Spatial Relationship']"	"./video/M2w0qrW6FwM_processed.mp4"
"1854"	"M2w0qrW6FwM_processed"	"Films & TV Shows"	"Is this an animation or a live-action video?"	"This is a live-action video."	"['Video Style']"	"./video/M2w0qrW6FwM_processed.mp4"
"1855"	"M2w0qrW6FwM_processed"	"Films & TV Shows"	"Where was the black bra when the woman in the apron saw it?"	"The black bra was on the ground."	"['Spatial Relationship']"	"./video/M2w0qrW6FwM_processed.mp4"
"1856"	"M2w0qrW6FwM_processed"	"Films & TV Shows"	"When the woman pulls the curtains, does the man sleep on the near-window side of the bed?"	"No, the man sleeps on the side of the bed far from the window."	"['Spatial Relationship']"	"./video/M2w0qrW6FwM_processed.mp4"
"1857"	"k1vCrsZ80M4_processed"	"Films & TV Shows"	"What is the relationship between man who wear red shorts and the pregnant woman at the beginning of the video?"	"They are husband and wife."	"['Social Relation']"	"./video/k1vCrsZ80M4_processed.mp4"
"1858"	"k1vCrsZ80M4_processed"	"Films & TV Shows"	"The woman is sitting on the left or right of the man in the video?"	"The woman is sitting on the left side of the man in the video."	"['Spatial Relationship']"	"./video/k1vCrsZ80M4_processed.mp4"
"1859"	"k1vCrsZ80M4_processed"	"Films & TV Shows"	"Is the binocular telescope on the left or right of the beer bottles?"	"The binocular telescope is on the left of the beer bottles."	"['Spatial Relationship']"	"./video/k1vCrsZ80M4_processed.mp4"
"1860"	"k1vCrsZ80M4_processed"	"Films & TV Shows"	"Where did man put his feet when he was having an online meeting?"	"He put his feet on the table."	"['Spatial Relationship']"	"./video/k1vCrsZ80M4_processed.mp4"
"1861"	"BP2lqkLuGXg"	"Knowledge"	"What is the topic of this video?"	"How is counterfactual thinking motivated?"	"['Counterfactual Reasoning', 'Video Topic']"	"./video/BP2lqkLuGXg.mp4"
"1862"	"BP2lqkLuGXg"	"Knowledge"	"What are the advantages of counterfactual thinking?
"	"Enhance willpower, extra effort put into tasks, and induce creative cognition."	"['Counterfactual Reasoning']"	"./video/BP2lqkLuGXg.mp4"
"1863"	"BP2lqkLuGXg"	"Knowledge"	"What are the disadvantages of counterfactual thinking?
"	"Triggers negative behaviors such as self-harm, depression, guilt, and anger."	"['Counterfactual Reasoning']"	"./video/BP2lqkLuGXg.mp4"
"1864"	"Eg64S0DhAaI"	"Science"	"According to the video, what color is the potassium permanganate solution?"	"The potassium permanganate solution is dark purple."	"['Physical Property']"	"./video/Eg64S0DhAaI.mp4"
"1865"	"Eg64S0DhAaI"	"Science"	"According to the video, what color is the sugar and caustic soda solution?"	"The sugar and caustic soda solution is transparent."	"['Physical Property']"	"./video/Eg64S0DhAaI.mp4"
"1866"	"Eg64S0DhAaI"	"Science"	"What is the function of the magnetic stirrer?"	"The magnetic stirrer can stir the sugar and caustic soda solution and mix it thoroughly with the potassium permanganate solution."	"['Function Reasoning']"	"./video/Eg64S0DhAaI.mp4"
"1867"	"Eg64S0DhAaI"	"Science"	"What is the purpose of adding potassium permanganate to the sugar and caustic soda solution?"	"Potassium permanganate can continuously change color of the solution, and finally a light yellow mixed solution is obtained."	"['Function Reasoning']"	"./video/Eg64S0DhAaI.mp4"
"1868"	"9j_HWkrSxzI_processed"	"Knowledge"	"What is causality?"	"Casuality can be defined as the difference between actual outcomes and counterfactual outcomes."	"['Counterfactual Reasoning', 'OCR', 'Causal Reasoning']"	"./video/9j_HWkrSxzI_processed.mp4"
"1869"	"9j_HWkrSxzI_processed"	"Knowledge"	"Are there counterfactuals in literature?"	"The literary genre of alternate history is the exploration of counterfactuals in historical contexts."	"['Counterfactual Reasoning', 'OCR']"	"./video/9j_HWkrSxzI_processed.mp4"
"1870"	"jOvmKHtbaUA_processed"	"People"	"What talent is the person performing in the video?
"	"They are dancing."	"['Video Style']"	"./video/jOvmKHtbaUA_processed.mp4"
"1871"	"jOvmKHtbaUA_processed"	"People"	"In the video, a black man said that he used to be a dancer. What kind of dance did he dance?"	"He danced the Kupe dance"	"['Video Style']"	"./video/jOvmKHtbaUA_processed.mp4"
"1872"	"TUlxth701GM_processed"	"People"	"In what way are the people in the video introducing people to interpersonal communication?
"	"In a rap style."	"['Human Interaction']"	"./video/TUlxth701GM_processed.mp4"
"1873"	"TUlxth701GM_processed"	"People"	"Do the people in the video think relationships are difficult?
"	"No, they think it's easy."	"['Human Interaction']"	"./video/TUlxth701GM_processed.mp4"
"1874"	"TUlxth701GM_processed"	"People"	"How do the people in the video think interpersonal communication should be conducted?"	"Ask the person questions, listen to them and talk about what interests them."	"['Human Interaction']"	"./video/TUlxth701GM_processed.mp4"
"1875"	"TUlxth701GM_processed"	"People"	"What professions are listed in the video that you may encounter in interpersonal communication?
"	"Occupations featured in the video include veterinarians, chefs, environmental lawyers, teachers, psychologists, nurses, and police officers."	"['Human Interaction']"	"./video/TUlxth701GM_processed.mp4"
"1876"	"iuqOK0LJucs_processed"	"People"	"What’s so special about this ramen restaurant that the blogger went to?
"	"This is a zero-interaction ramen restaurant in Japan."	"['Human Interaction']"	"./video/iuqOK0LJucs_processed.mp4"
"1877"	"iuqOK0LJucs_processed"	"People"	"Will the employees at the ramen restaurant in the video greet customers?
"	"No, customers need to order their own food at the vending machine. Employees will not talk to customers, and you cannot even see their faces."	"['Human Interaction']"	"./video/iuqOK0LJucs_processed.mp4"
"1878"	"QkPJzK9SnTg"	"Science"	"What is the purpose of boiling the leaves in water?"	"Boiling the leaves in water destroys the leaf's cellular tissue so that it can fully react with other substances."	"['Function Reasoning']"	"./video/QkPJzK9SnTg.mp4"
"1879"	"QkPJzK9SnTg"	"Science"	"What is the function of alcohol in the video?"	"In the video, alcohol is used to extract pigments from the leaves."	"['Function Reasoning']"	"./video/QkPJzK9SnTg.mp4"
"1880"	"QkPJzK9SnTg"	"Science"	"Why put the test tube in a beaker and heat it in a water bath?"	"This speeds up extraction and prevents the leaves from burning."	"['Function Reasoning']"	"./video/QkPJzK9SnTg.mp4"
"1881"	"QkPJzK9SnTg"	"Science"	"What is the function of the cardboard box in the video?"	"Cardboard boxes can block sunlight and keep plants in a dark environment."	"['Function Reasoning']"	"./video/QkPJzK9SnTg.mp4"
"1882"	"n1JgdNvGGCY"	"Science"	"What is the function of sodium bicarbonate?"	"Sodium bicarbonate is an electrolyte. When dissolved in water, it can enhance the conductivity of the solution and facilitate the electrolysis of water experiment."	"['Function Reasoning', 'Physical Property']"	"./video/n1JgdNvGGCY.mp4"
"1883"	"n1JgdNvGGCY"	"Science"	"Why is the oxygen produced significantly less than half of the hydrogen at the beginning of the reaction?"	"Because oxygen is slightly soluble in water, but hydrogen is insoluble in water."	"['Physical Property']"	"./video/n1JgdNvGGCY.mp4"
"1884"	"n1JgdNvGGCY"	"Science"	"Why do you need to fill up the liquid in the two test tubes and block the mouth of the test tube with your hand when placing the test tube into the plastic recipient?"	"This is done to remove air completely so that it does not interfere with the observation of the amount of gas generated."	"['Function Reasoning']"	"./video/n1JgdNvGGCY.mp4"
"1885"	"n1JgdNvGGCY"	"Science"	"What is the chemical reaction equation for the experiment in the video?"	"The chemical reaction equation is 2H2O===2H2↑+O2↑."	"['Physical Relation']"	"./video/n1JgdNvGGCY.mp4"
"1886"	"Mwc4ePLjkQ8_processed"	"People"	"Do we really need friends at all?"	"Yes, we can get a lot of happiness from our friends. People who have good friends tend to live longer,
Stress levels are lower, blood pressure is lower, and the risk of depression is lower."	"['Human Interaction']"	"./video/Mwc4ePLjkQ8_processed.mp4"
"1887"	"Mwc4ePLjkQ8_processed"	"People"	"How to make new friends?"	"You have to be social. To be interesting, you have to be interested. Start a conversation with everyone."	"['Human Interaction']"	"./video/Mwc4ePLjkQ8_processed.mp4"
"1888"	"Mwc4ePLjkQ8_processed"	"People"	"How to be social?"	"Join a club group or origination of something you enjoy doing."	"['Human Interaction']"	"./video/Mwc4ePLjkQ8_processed.mp4"
"1889"	"Mwc4ePLjkQ8_processed"	"People"	"Why is try to start a conversation with more people."	"Because conversation leads to more conversations."	"['Human Interaction']"	"./video/Mwc4ePLjkQ8_processed.mp4"
"1890"	"WydM_QmW1ec"	"Science"	"What is the function of the graduated cylinder?"	"The graduated cylinder is used in the video to collect oxygen."	"['Function Reasoning']"	"./video/WydM_QmW1ec.mp4"
"1891"	"WydM_QmW1ec"	"Science"	"Why are the people in the video moving the bunsen burner back and forth?"	"Moving the bunsen burner back and forth can heat the potassium chlorate solid evenly."	"['Function Reasoning']"	"./video/WydM_QmW1ec.mp4"
"1892"	"WydM_QmW1ec"	"Science"	"What is the principle of using drainage method to collect oxygen in the video?"	"The principle of collecting oxygen by drainage method is that the density of oxygen is less than that of water and it is insoluble in water."	"['Physical Property']"	"./video/WydM_QmW1ec.mp4"
"1893"	"WydM_QmW1ec"	"Science"	"What is the function of the almost extinguished wooden stick in the video?"	"A nearly extinguished stick can be used to test what kind of gas is being collected. The gas captured in the video caused the stick to re-ignite, thus proving the production of oxygen."	"['Function Reasoning']"	"./video/WydM_QmW1ec.mp4"
"1894"	"WydM_QmW1ec"	"Science"	"What is the chemical equation for the experiment in the video?"	"The chemical equation is 2KClO3(s) →∆2KCl(s)+3O2(g)."	"['Physical Relation']"	"./video/WydM_QmW1ec.mp4"
"1895"	"NCIt9JNHGFU_processed"	"Knowledge"	"How is the symbiotic relationship between the Colombian lesserblack tarantula and the dotted humming frog maintained?"	"The colombian lesserblack tarantula protects the dotted humming frog and leaves it some food to eat, while the dotted humming frog eats ants to protect the eggs of tarantula."	"['Natural Relation']"	"./video/NCIt9JNHGFU_processed.mp4"
"1896"	"NCIt9JNHGFU_processed"	"Knowledge"	"How is the symbiotic relationship between the pistol shrimp and the goby fish maintained?"	"The goby fish warns the pistol shrimp of any danger and the pistol shrimp burrows so that the goby fish also has a place to rest and hide."	"['Natural Relation']"	"./video/NCIt9JNHGFU_processed.mp4"
"1897"	"NCIt9JNHGFU_processed"	"Knowledge"	"Will sharks eat remora fish?"	"No, the sharks would even look for remora fish because the remora fish can scratch their skins."	"['Natural Relation']"	"./video/NCIt9JNHGFU_processed.mp4"
"1898"	"NCIt9JNHGFU_processed"	"Knowledge"	"Are egyptian plovers the preys of nile crocodiles?"	"No, the egyptian plovers serve as avian toothpicks for nile crocodiles and they have a stmbiotic relationship."	"['Natural Relation']"	"./video/NCIt9JNHGFU_processed.mp4"
"1899"	"VECARZ-zhKM_processed"	"Knowledge"	"How to describe the relationship between male zebras when they compete with each other for a female mate?"	"The relationship can be described as intraspecific competition when the male zebras compete with each other for a mate."	"['Natural Relation']"	"./video/VECARZ-zhKM_processed.mp4"
"1900"	"VECARZ-zhKM_processed"	"Knowledge"	"How to describe the relationship between the pine trees that grow close to one another to compete for sunlignt and neutrients?"	"The relationship between the pine trees can be described as intraspecific competition."	"['Natural Relation']"	"./video/VECARZ-zhKM_processed.mp4"
"1901"	"VECARZ-zhKM_processed"	"Knowledge"	"How to describe the relationship between bears and wolves when they are competing for the same food?"	"Their relationship can be described as interspecific competition."	"['Natural Relation']"	"./video/VECARZ-zhKM_processed.mp4"
"1902"	"VECARZ-zhKM_processed"	"Knowledge"	"How to describe the relationship between lions and hyenas when they are competing for the same food?"	"Their relationship can be described as interspecific competition."	"['Natural Relation']"	"./video/VECARZ-zhKM_processed.mp4"
"1903"	"R5CLtLipCyE"	"Pets & Animals"	"Why do tigers need developed muscles and sharp teeth?
"	"Teeth can help tigers easily tear apart the skin of prey, and well-developed muscles can give tigers the strength to hunt large prey."	"['Natural Relation']"	"./video/R5CLtLipCyE.mp4"
"1904"	"R5CLtLipCyE"	"Pets & Animals"	"Did the three tiger cubs finally succeed in hunting?"	"It worked, but only with the help of an adult tiger."	"['Natural Relation']"	"./video/R5CLtLipCyE.mp4"
